FID,Shape,siteID,xcoord,ycoord,mdcaty,wgt,stratum,panel,EvalStatus,EvalReason,status,COMID,LongitudeDD,LatitudeDD,GNIS_NAME,FDATE,RESOLUTION,GNIS_ID,LENGTHKM,REACHCODE,FLOWDIR,FCODE,FTYPE,DES_FTYPE,STATE,MAJ_RIVER,MAJ_RIV_NM,NRSA_NAME,HUC8,SO,US_L4CODE,US_L4NAME,US_L3CODE,US_L3NAME,NA_L3CODE,NA_L3NAME,NA_L2CODE,NA_L2NAME,NA_L1CODE,NA_L1NAME,STATE_NAME,WSA_9,WSA_9_NM,WSA_3,FEAT_NAME,OWNER,OWNER_CAT,OWNER_ADM,OWNER_CAT2,URBAN,FRAME14,sort_id,PSTL_CODE,STRAH_CAT,DES_CAT,DES_NRSA14,Basin
453,Point,NY18-1454,1811512.352,789092.3117,2nd,502.509608,Lower_Hudson_River_NRSA14_ST,Base,NotEval,added,TS,6185884,-73.572728,42.627941,Wynants Kill,8/1/2004,Medium,971781,6.267061,2.02001E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Wynants Kill,2020006,2,58x,Taconic Foothills,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,Urban,NRSA14_ST,52159,NY,SmallStreams,StreamsSmall,SmallStreams,Lower_Hudson_River
454,Point,NY18-1455,1811011.037,629774.0302,3rd,410.589647,Lower_Hudson_River_NRSA14_ST,Base,NotEval,added,TS,6230332,-74.02654,41.24349,Lake Tiorati Brook,8/1/2004,Medium,954945,0.794288,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Lake Tiorati Brook,2030101,3,64e,Glaciated Triassic Lowlands,64,Northern Piedmont,8.3.1,Northern Piedmont,8.3,SOUTHEASTERN USA PLAINS,8,EASTERN TEMPERATE FORESTS,New York,SAP,Southern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,8378,NY,LargeStreams,StreamsLarge,LargeStreams,Lower_Hudson_River
455,Point,NY18-1456,1784620.092,753736.1944,2nd,502.509608,Lower_Hudson_River_NRSA14_ST,Base,NotEval,added,TS,6188374,-73.993309,42.376002,Jan De Bakkers Kill,8/1/2004,Medium,970245,4.436495,2.02001E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Jan De Bakkers Kill,2020006,2,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,4731,NY,SmallStreams,StreamsSmall,SmallStreams,Lower_Hudson_River
456,Point,NY18-1457,1800073.22,641597.225,1st,1400.852961,Lower_Hudson_River_NRSA14_ST,Base,NotEval,added,TS,6217514,-74.122159,41.368652, ,8/1/2004,Medium, ,1.931292,2.02001E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,2020008,1,58i,Glaciated Reading Prong/Hudson Highlands,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,Urban,NRSA14_ST,53389,NY,SmallStreams,StreamsSmall,SmallStreams,Lower_Hudson_River
457,Point,NY18-1458,1781940.326,686594.2986,1st,1400.852961,Lower_Hudson_River_NRSA14_ST,Base,NotEval,added,TS,6199854,-74.211691,41.797055,North Peters Kill,8/1/2004,Medium,970413,5.236913,2.02001E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,North Peters Kill,2020007,1,67l,"Northern Glaciated Limestone Ridges, Valleys, and Terraces",67,Ridge and Valley,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,8,EASTERN TEMPERATE FORESTS,New York,SAP,Southern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,5555,NY,SmallStreams,StreamsSmall,SmallStreams,Lower_Hudson_River
458,Point,NY18-1459,1817328.82,710829.339,2nd,502.509608,Lower_Hudson_River_NRSA14_ST,Base,NotEval,added,TS,6211544,-73.726274,41.935205,Cold Spring Creek,8/1/2004,Medium,947068,2.501295,2.02001E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Cold Spring Creek,2020008,2,58x,Taconic Foothills,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,6658,NY,SmallStreams,StreamsSmall,SmallStreams,Lower_Hudson_River
459,Point,NY18-1460,1819909.912,693973.64,3rd,410.589647,Lower_Hudson_River_NRSA14_ST,Base,NotEval,added,TS,6211790,-73.743288,41.783307,East Branch Wappinger Creek,8/1/2004,Medium,949022,4.201757,2.02001E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,East Branch Wappinger Creek,2020008,3,58x,Taconic Foothills,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,6789,NY,LargeStreams,StreamsLarge,LargeStreams,Lower_Hudson_River
460,Point,NY18-1461,1813793.475,659189.3892,3rd,410.589647,Lower_Hudson_River_NRSA14_ST,OverSamp,NotEval,added,TS,6215708,-73.912504,41.493534, ,8/1/2004,Medium, ,1.985822,2.02001E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,2020008,3,58i,Glaciated Reading Prong/Hudson Highlands,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,7135,NY,LargeStreams,StreamsLarge,LargeStreams,Lower_Hudson_River
461,Point,NY18-1462,1774357.854,643675.8308,3rd,410.589647,Lower_Hudson_River_NRSA14_ST,OverSamp,NotEval,added,TS,6201874,-74.418355,41.438813,Monhagen Brook,8/1/2004,Medium,957522,3.023283,2.02001E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Monhagen Brook,2020007,3,67k,Northern Glaciated Shale and Slate Valleys,67,Ridge and Valley,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,8,EASTERN TEMPERATE FORESTS,New York,SAP,Southern Appalachians,EHIGH, ,NonFederal, , , ,Urban,NRSA14_ST,52628,NY,LargeStreams,StreamsLarge,LargeStreams,Lower_Hudson_River
462,Point,NY18-1463,1812211.095,701931.6015,3rd,410.589647,Lower_Hudson_River_NRSA14_ST,OverSamp,NotEval,access too far away from roads,PB,6211644,-73.81174,41.868442,Little Wappinger Creek,8/1/2004,Medium,955723,5.762445,2.02001E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Little Wappinger Creek,2020008,3,59i,Hudson Valley,59,Northeastern Coastal Zone,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,6713,NY,LargeStreams,StreamsLarge,LargeStreams,Lower_Hudson_River
463,Point,NY18-1464,1842774.779,635817.3588,1st,1400.852961,Lower_Hudson_River_NRSA14_ST,OverSamp,NotEval,"wetland, not applicable",NT,6227760,-73.638149,41.230425, ,8/1/2004,Medium, ,1.730584,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,2030101,1,59c,Southern New England Coastal Plains and Hills,59,Northeastern Coastal Zone,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,7896,NY,SmallStreams,StreamsSmall,SmallStreams,Lower_Hudson_River
464,Point,NY18-1465,1809341.922,765941.4278,2nd,502.509608,Lower_Hudson_River_NRSA14_ST,OverSamp,NotEval,traintracks in the way,PB,6188232,-73.664744,42.431091,Valatie Kill,8/1/2004,Medium,968343,0.771417,2.02001E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Valatie Kill,2020006,2,59i,Hudson Valley,59,Northeastern Coastal Zone,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,4659,NY,SmallStreams,StreamsSmall,SmallStreams,Lower_Hudson_River
465,Point,NY18-1466,1769786.719,627406.4519,4th+,459.68397,Lower_Hudson_River_NRSA14_ST,OverSamp,NotEval,access too far away from roads,PB,6202588,-74.51605,41.306357, ,8/1/2004,Medium, ,0.350853,2.02001E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,2020007,4,67j,Northern Glaciated Limestone Valleys,67,Ridge and Valley,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,8,EASTERN TEMPERATE FORESTS,New York,SAP,Southern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,6362,NY,LargeStreams,StreamsLarge,LargeStreams,Lower_Hudson_River
466,Point,NY18-1467,1800240.342,758968.7855,3rd,410.589647,Lower_Hudson_River_NRSA14_ST,OverSamp,NotEval,added,TS,6193926,-73.792789,42.389335,Coxsackie Creek,8/1/2004,Medium,947609,0.403338,2.02001E+12,With Digitized,55800,ArtificialPath,ArtificialPathStreamPer,NY, , ,Coxsackie Creek,2020006,3,59i,Hudson Valley,59,Northeastern Coastal Zone,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,Urban,NRSA14_ST,52451,NY,LargeStreams,StreamsLarge,LargeStreams,Lower_Hudson_River
467,Point,NY18-1468,1780141.377,757818.2137,3rd,410.589647,Lower_Hudson_River_NRSA14_ST,OverSamp,NotEval,added,TS,6189556,-74.035162,42.420724,Basic Creek,8/1/2004,Medium,943127,7.053025,2.02001E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Basic Creek,2020006,3,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,5245,NY,LargeStreams,StreamsLarge,LargeStreams,Lower_Hudson_River
468,Point,NY18-1469,1823808.535,681293.9606,2nd,502.509608,Lower_Hudson_River_NRSA14_ST,OverSamp,NotEval,added,TS,6211982,-73.733009,41.665,Jackson Creek,8/1/2004,Medium,953883,0.788367,2.02001E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Jackson Creek,2020008,2,58x,Taconic Foothills,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,Urban,NRSA14_ST,52862,NY,SmallStreams,StreamsSmall,SmallStreams,Lower_Hudson_River
469,Point,NY18-1470,1776820.196,667122.2015,2nd,502.509608,Lower_Hudson_River_NRSA14_ST,OverSamp,NotEval,"added, moved to road crossing for access",TS,6200034,-74.325504,41.637941,Verkeerder Kill,8/1/2004,Medium,968489,2.011005,2.02001E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Verkeerder Kill,2020007,2,67k,Northern Glaciated Shale and Slate Valleys,67,Ridge and Valley,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,8,EASTERN TEMPERATE FORESTS,New York,SAP,Southern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,5655,NY,SmallStreams,StreamsSmall,SmallStreams,Lower_Hudson_River
470,Point,NY18-1471,1827056.832,726873.5765,2nd,502.509608,Lower_Hudson_River_NRSA14_ST,OverSamp,NotEval,"wetland, not applicable",NT,6189014,-73.565839,42.054415,Punch Brook,8/1/2004,Medium,961979,4.298057,2.02001E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Punch Brook,2020006,2,58b,Western New England Marble Valleys,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,5077,NY,SmallStreams,StreamsSmall,SmallStreams,Lower_Hudson_River
471,Point,NY18-1472,1829806.326,644504.6614,3rd,410.589647,Lower_Hudson_River_NRSA14_ST,OverSamp,NotEval,added,TS,6227362,-73.765608,41.332834,Muscoot River,8/1/2004,Medium,958206,4.22721,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Muscoot River,2030101,3,59c,Southern New England Coastal Plains and Hills,59,Northeastern Coastal Zone,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,Urban,NRSA14_ST,53720,NY,LargeStreams,StreamsLarge,LargeStreams,Lower_Hudson_River
472,Point,NY18-1473,1808832.316,802099.7034,2nd,502.509608,Lower_Hudson_River_NRSA14_ST,OverSamp,NotEval, ,NN,6186074,-73.567377,42.746706,Quacken Kill,8/1/2004,Medium,962021,3.414917,2.02001E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Quacken Kill,2020006,2,58x,Taconic Foothills,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,4210,NY,SmallStreams,StreamsSmall,SmallStreams,Lower_Hudson_River
473,Point,NY18-1474,1782838.827,663640.9759,2nd,502.509608,Lower_Hudson_River_NRSA14_ST,OverSamp,NotEval, ,NN,6200090,-74.264162,41.595465,Dwaar Kill,8/1/2004,Medium,970089,4.640955,2.02001E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Dwaar Kill,2020007,2,67k,Northern Glaciated Shale and Slate Valleys,67,Ridge and Valley,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,8,EASTERN TEMPERATE FORESTS,New York,SAP,Southern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,5685,NY,SmallStreams,StreamsSmall,SmallStreams,Lower_Hudson_River
474,Point,NY18-1475,1793371.806,722971.8975,1st,1400.852961,Lower_Hudson_River_NRSA14_ST,OverSamp,NotEval, ,NN,6188778,-73.975569,42.090286, ,8/1/2004,Medium, ,8.529804,2.02001E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,2020006,1,59i,Hudson Valley,59,Northeastern Coastal Zone,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,4957,NY,SmallStreams,StreamsSmall,SmallStreams,Lower_Hudson_River
475,Point,NY18-1476,1821385.686,665298.5218,1st,1400.852961,Lower_Hudson_River_NRSA14_ST,OverSamp,NotEval, ,NN,6212532,-73.806305,41.530982, ,8/1/2004,Medium, ,4.409962,2.02001E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,2020008,1,59i,Hudson Valley,59,Northeastern Coastal Zone,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,7001,NY,SmallStreams,StreamsSmall,SmallStreams,Lower_Hudson_River
476,Point,NY18-1477,1797120.732,786448.8565,4th+,459.68397,Lower_Hudson_River_NRSA14_ST,OverSamp,NotEval, ,NN,6186216,-73.751959,42.634928,Hudson River,8/1/2004,Medium,877280,3.315131,2.02001E+12,With Digitized,55800,ArtificialPath,ArtificialPathStreamPer,NY,MajorRiver,Hudson River,Hudson River,2020006,7,59i,Hudson Valley,59,Northeastern Coastal Zone,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,Urban,NRSA14_ST,61085,NY,Rivers,RiversMajor,RiversMajor,Lower_Hudson_River
477,Point,NY18-1478,1760039.206,791639.8526,2nd,502.509608,Lower_Hudson_River_NRSA14_ST,OverSamp,NotEval, ,NN,6187208,-74.180412,42.756373,Normans Kill,8/1/2004,Medium,958654,2.516959,2.02001E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Normans Kill,2020006,2,83f,Mohawk Valley,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,4550,NY,SmallStreams,StreamsSmall,SmallStreams,Lower_Hudson_River
478,Point,NY18-1479,1838820.635,632100.4873,1st,1400.852961,Lower_Hudson_River_NRSA14_ST,OverSamp,NotEval, ,NN,6227898,-73.69478,41.206362, ,8/1/2004,Medium, ,1.390971,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,2030101,1,59c,Southern New England Coastal Plains and Hills,59,Northeastern Coastal Zone,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,7945,NY,SmallStreams,StreamsSmall,SmallStreams,Lower_Hudson_River
479,Point,NY18-1480,1805149.29,751563.1905,4th+,459.68397,Lower_Hudson_River_NRSA14_ST,OverSamp,NotEval, ,NN,6189156,-73.755415,42.314732, ,8/1/2004,Medium, ,1.029362,2.02001E+12,With Digitized,55800,ArtificialPath,ArtificialPathStreamPer,NY, , , ,2020006,5,59i,Hudson Valley,59,Northeastern Coastal Zone,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,Urban,NRSA14_ST,61100,NY,Rivers,RiversOther,RiversOther,Lower_Hudson_River
480,Point,NY18-1481,1791818.817,680709.7781,2nd,502.509608,Lower_Hudson_River_NRSA14_ST,OverSamp,NotEval, ,NN,6200406,-74.111404,41.725737, ,8/1/2004,Medium, ,0.028387,2.02001E+12,With Digitized,55800,ArtificialPath,ArtificialPathStreamPer,NY, , , ,2020007,2,67k,Northern Glaciated Shale and Slate Valleys,67,Ridge and Valley,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,8,EASTERN TEMPERATE FORESTS,New York,SAP,Southern Appalachians,EHIGH, ,NonFederal, , , ,Urban,NRSA14_ST,61186,NY,SmallStreams,StreamsSmall,SmallStreams,Lower_Hudson_River
481,Point,NY18-1482,1761909.197,718229.02,2nd,502.509608,Lower_Hudson_River_NRSA14_ST,OverSamp,NotEval, ,NN,6189632,-74.36166,42.113049,Esopus Creek,8/1/2004,Medium,970110,1.81177,2.02001E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Esopus Creek,2020006,2,58y,Catskill High Peaks,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,5294,NY,SmallStreams,StreamsSmall,SmallStreams,Lower_Hudson_River
482,Point,NY18-1483,1825323.186,579931.8719,4th+,459.68397,Lower_Hudson_River_NRSA14_ST,OverSamp,NotEval, ,NN,6231874,-73.996562,40.780912,Hudson River,8/1/2004,Medium,877280,2.557777,2.0301E+12,With Digitized,55800,ArtificialPath,ArtificialPathStreamPer,NJ:NY,MajorRiver,Hudson River,Hudson River,2030101,7,59c,Southern New England Coastal Plains and Hills,59,Northeastern Coastal Zone,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,Urban,NRSA14_ST,61021,NY,Rivers,BorderInOtherState,ExcludeOtherState,Lower_Hudson_River
483,Point,NY18-1484,1840283.717,671887.3602,2nd,502.509608,Lower_Hudson_River_NRSA14_ST,OverSamp,NotEval, ,NN,6224170,-73.56584,41.548954,Brady Brook,8/1/2004,Medium,944591,1.897573,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Brady Brook,2030101,2,58b,Western New England Marble Valleys,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,7545,NY,SmallStreams,StreamsSmall,SmallStreams,Lower_Hudson_River
484,Point,NY18-1485,1786921.656,648177.5126,3rd,410.589647,Lower_Hudson_River_NRSA14_ST,OverSamp,NotEval, ,NN,6217724,-74.258487,41.452627, ,8/1/2004,Medium, ,4.085362,2.02001E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,2020008,3,67k,Northern Glaciated Shale and Slate Valleys,67,Ridge and Valley,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,8,EASTERN TEMPERATE FORESTS,New York,SAP,Southern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,7481,NY,LargeStreams,StreamsLarge,LargeStreams,Lower_Hudson_River
485,Point,NY18-1486,1767087.64,668321.4363,3rd,410.589647,Lower_Hudson_River_NRSA14_ST,OverSamp,NotEval, ,NN,6199984,-74.436921,41.667996, ,8/1/2004,Medium, ,1.556066,2.02001E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,2020007,3,67l,"Northern Glaciated Limestone Ridges, Valleys, and Terraces",67,Ridge and Valley,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,8,EASTERN TEMPERATE FORESTS,New York,SAP,Southern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,5627,NY,LargeStreams,StreamsLarge,LargeStreams,Lower_Hudson_River
486,Point,NY18-1487,1817737.86,638453.2898,3rd,410.589647,Lower_Hudson_River_NRSA14_ST,OverSamp,NotEval, ,NN,6227482,-73.923792,41.305145,Peekskill Hollow Creek,8/1/2004,Medium,969294,0.87974,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Peekskill Hollow Creek,2030101,3,59c,Southern New England Coastal Plains and Hills,59,Northeastern Coastal Zone,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,Urban,NRSA14_ST,53761,NY,LargeStreams,StreamsLarge,LargeStreams,Lower_Hudson_River
487,Point,NY18-1488,1780147.788,654128.7738,1st,1400.852961,Lower_Hudson_River_NRSA14_ST,OverSamp,NotEval, ,NN,6200158,-74.321839,41.518123, ,8/1/2004,Medium, ,4.53129,2.02001E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,2020007,1,67k,Northern Glaciated Shale and Slate Valleys,67,Ridge and Valley,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,8,EASTERN TEMPERATE FORESTS,New York,SAP,Southern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,5729,NY,SmallStreams,StreamsSmall,SmallStreams,Lower_Hudson_River
488,Point,NY18-1489,1791443.361,685770.8281,1st,1400.852961,Lower_Hudson_River_NRSA14_ST,OverSamp,NotEval, ,NN,6200248,-74.101834,41.770539,Kleine Kill,8/1/2004,Medium,954736,6.98436,2.02001E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Kleine Kill,2020007,1,67k,Northern Glaciated Shale and Slate Valleys,67,Ridge and Valley,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,8,EASTERN TEMPERATE FORESTS,New York,SAP,Southern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,5760,NY,SmallStreams,StreamsSmall,SmallStreams,Lower_Hudson_River
489,Point,NY18-1490,1757294.777,762310.7044,3rd,410.589647,Lower_Hudson_River_NRSA14_ST,OverSamp,NotEval, ,NN,6187112,-74.294864,42.506393,Catskill Creek,8/1/2004,Medium,946062,0.457897,2.02001E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Catskill Creek,2020006,3,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,4524,NY,LargeStreams,StreamsLarge,LargeStreams,Lower_Hudson_River
